Region,flow,type,area,material,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
10,inflow,high-rise,urban,steel,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.91E-01
11,inflow,high-rise,urban,steel,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.92E-01,4.92E-01,4.92E-01,4.92E-01,4.92E-01,4.92E-01
12,inflow,high-rise,urban,steel,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.92E-01,4.92E-01,4.92E-01,4.92E-01,4.92E-01,4.92E-01
13,inflow,high-rise,urban,steel,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.91E-01
14,inflow,high-rise,urban,steel,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.91E-01,4.92E-01,4.92E-01,4.92E-01,4.92E-01,4.92E-01,4.92E-01
15,inflow,high-rise,urban,steel,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.91E-01
16,inflow,high-rise,urban,steel,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.91E-01
17,inflow,high-rise,urban,steel,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.91E-01
18,inflow,high-rise,urban,steel,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.91E-01
19,inflow,high-rise,urban,steel,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.91E-01
20,inflow,high-rise,urban,steel,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.91E-01
21,inflow,high-rise,urban,steel,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.91E-01
22,inflow,high-rise,urban,steel,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.91E-01
23,inflow,high-rise,urban,steel,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.91E-01
24,inflow,high-rise,urban,steel,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.91E-01
25,inflow,high-rise,urban,steel,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.91E-01
26,inflow,high-rise,urban,steel,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.91E-01
1,inflow,high-rise,urban,brick,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
2,inflow,high-rise,urban,brick,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
3,inflow,high-rise,urban,brick,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
4,inflow,high-rise,urban,brick,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5,inflow,high-rise,urban,brick,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
6,inflow,high-rise,urban,brick,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
7,inflow,high-rise,urban,brick,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
8,inflow,high-rise,urban,brick,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
9,inflow,high-rise,urban,brick,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
10,inflow,high-rise,urban,brick,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
11,inflow,high-rise,urban,brick,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
12,inflow,high-rise,urban,brick,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
13,inflow,high-rise,urban,brick,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
14,inflow,high-rise,urban,brick,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
15,inflow,high-rise,urban,brick,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
16,inflow,high-rise,urban,brick,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
17,inflow,high-rise,urban,brick,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
18,inflow,high-rise,urban,brick,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
19,inflow,high-rise,urban,brick,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
20,inflow,high-rise,urban,brick,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
21,inflow,high-rise,urban,brick,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
22,inflow,high-rise,urban,brick,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
23,inflow,high-rise,urban,brick,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
24,inflow,high-rise,urban,brick,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
25,inflow,high-rise,urban,brick,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
26,inflow,high-rise,urban,brick,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
1,inflow,high-rise,urban,concrete,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
2,inflow,high-rise,urban,concrete,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
