Region,flow,type,area,material,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
8,inflow,semi-detached,rural,steel,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.96E+00,1.96E+00,1.96E+00,1.96E+00,1.96E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.98E+00,1.98E+00,1.98E+00,1.98E+00,1.98E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,2.00E+00
9,inflow,semi-detached,rural,steel,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.96E+00,1.96E+00,1.96E+00,1.96E+00,1.96E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.98E+00,1.98E+00,1.98E+00,1.98E+00,1.98E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,2.00E+00
10,inflow,semi-detached,rural,steel,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.96E+00,1.96E+00,1.96E+00,1.96E+00,1.96E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.98E+00,1.98E+00,1.98E+00,1.98E+00,1.98E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,2.00E+00
11,inflow,semi-detached,rural,steel,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.96E+00,1.96E+00,1.96E+00,1.96E+00,1.96E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.98E+00,1.98E+00,1.98E+00,1.98E+00,1.98E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.01E+00
12,inflow,semi-detached,rural,steel,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.96E+00,1.96E+00,1.96E+00,1.96E+00,1.96E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.98E+00,1.98E+00,1.98E+00,1.98E+00,1.98E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.01E+00
13,inflow,semi-detached,rural,steel,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.96E+00,1.96E+00,1.96E+00,1.96E+00,1.96E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.98E+00,1.98E+00,1.98E+00,1.98E+00,1.98E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,2.00E+00
14,inflow,semi-detached,rural,steel,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.96E+00,1.96E+00,1.96E+00,1.96E+00,1.96E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.98E+00,1.98E+00,1.98E+00,1.98E+00,1.98E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.01E+00
15,inflow,semi-detached,rural,steel,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.96E+00,1.96E+00,1.96E+00,1.96E+00,1.96E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.98E+00,1.98E+00,1.98E+00,1.98E+00,1.98E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,2.00E+00
16,inflow,semi-detached,rural,steel,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.96E+00,1.96E+00,1.96E+00,1.96E+00,1.96E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.98E+00,1.98E+00,1.98E+00,1.98E+00,1.98E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,2.00E+00
17,inflow,semi-detached,rural,steel,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.96E+00,1.96E+00,1.96E+00,1.96E+00,1.96E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.98E+00,1.98E+00,1.98E+00,1.98E+00,1.98E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,2.00E+00
18,inflow,semi-detached,rural,steel,1.28E+00,1.28E+00,1.28E+00,1.28E+00,1.28E+00,1.28E+00,1.28E+00,1.28E+00,1.28E+00,1.28E+00,1.28E+00,1.28E+00,1.28E+00,1.28E+00,1.28E+00,1.28E+00,1.28E+00,1.28E+00,1.28E+00,1.28E+00,1.28E+00,1.28E+00,1.28E+00,1.28E+00,1.28E+00,1.28E+00,1.28E+00,1.28E+00,1.28E+00,1.28E+00,1.28E+00,1.28E+00,1.28E+00,1.28E+00,1.28E+00,1.28E+00,1.28E+00,1.28E+00,1.28E+00,1.28E+00,1.28E+00
19,inflow,semi-detached,rural,steel,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.96E+00,1.96E+00,1.96E+00,1.96E+00,1.96E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.98E+00,1.98E+00,1.98E+00,1.98E+00,1.98E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,2.00E+00
20,inflow,semi-detached,rural,steel,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.96E+00,1.96E+00,1.96E+00,1.96E+00,1.96E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.98E+00,1.98E+00,1.98E+00,1.98E+00,1.98E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,2.00E+00
21,inflow,semi-detached,rural,steel,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.96E+00,1.96E+00,1.96E+00,1.96E+00,1.96E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.98E+00,1.98E+00,1.98E+00,1.98E+00,1.98E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,2.00E+00
22,inflow,semi-detached,rural,steel,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.96E+00,1.96E+00,1.96E+00,1.96E+00,1.96E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.98E+00,1.98E+00,1.98E+00,1.98E+00,1.98E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,2.00E+00
23,inflow,semi-detached,rural,steel,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.96E+00,1.96E+00,1.96E+00,1.96E+00,1.96E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.98E+00,1.98E+00,1.98E+00,1.98E+00,1.98E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,2.00E+00
24,inflow,semi-detached,rural,steel,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.96E+00,1.96E+00,1.96E+00,1.96E+00,1.96E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.98E+00,1.98E+00,1.98E+00,1.98E+00,1.98E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,2.00E+00
25,inflow,semi-detached,rural,steel,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.96E+00,1.96E+00,1.96E+00,1.96E+00,1.96E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.98E+00,1.98E+00,1.98E+00,1.98E+00,1.98E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,2.00E+00
26,inflow,semi-detached,rural,steel,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.95E+00,1.96E+00,1.96E+00,1.96E+00,1.96E+00,1.96E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.97E+00,1.98E+00,1.98E+00,1.98E+00,1.98E+00,1.98E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,1.99E+00,2.00E+00
1,inflow,semi-detached,rural,brick,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01
2,inflow,semi-detached,rural,brick,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01
3,inflow,semi-detached,rural,brick,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01
4,inflow,semi-detached,rural,brick,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01
5,inflow,semi-detached,rural,brick,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01
6,inflow,semi-detached,rural,brick,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01
7,inflow,semi-detached,rural,brick,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01
8,inflow,semi-detached,rural,brick,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01
9,inflow,semi-detached,rural,brick,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01
10,inflow,semi-detached,rural,brick,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01
11,inflow,semi-detached,rural,brick,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01
12,inflow,semi-detached,rural,brick,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01
13,inflow,semi-detached,rural,brick,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01
14,inflow,semi-detached,rural,brick,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01,2.41E-01
15,inflow,semi-detached,rural,brick,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01
16,inflow,semi-detached,rural,brick,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01
17,inflow,semi-detached,rural,brick,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01
18,inflow,semi-detached,rural,brick,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01
19,inflow,semi-detached,rural,brick,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01
20,inflow,semi-detached,rural,brick,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01
21,inflow,semi-detached,rural,brick,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01
22,inflow,semi-detached,rural,brick,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01
23,inflow,semi-detached,rural,brick,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01
24,inflow,semi-detached,rural,brick,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01
25,inflow,semi-detached,rural,brick,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01
26,inflow,semi-detached,rural,brick,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01,2.36E-01
