Region,flow,type,area,material,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
11,inflow,detached,rural,steel,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.33E+00,2.33E+00,2.33E+00,2.33E+00,2.33E+00,2.33E+00,2.33E+00,2.33E+00,2.33E+00,2.33E+00,2.34E+00,2.34E+00,2.34E+00,2.34E+00,2.34E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.36E+00,2.36E+00,2.36E+00,2.36E+00,2.36E+00,2.36E+00,2.36E+00,2.36E+00,2.36E+00,2.36E+00,2.370593364,2.370593364,2.370593364,2.370593364,2.370593364,2.378555798
12,inflow,detached,rural,steel,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.33E+00,2.33E+00,2.33E+00,2.33E+00,2.33E+00,2.33E+00,2.33E+00,2.33E+00,2.33E+00,2.33E+00,2.34E+00,2.34E+00,2.34E+00,2.34E+00,2.34E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.36E+00,2.36E+00,2.36E+00,2.36E+00,2.36E+00,2.36E+00,2.36E+00,2.36E+00,2.36E+00,2.36E+00,2.370593364,2.370593364,2.370593364,2.370593364,2.370593364,2.378555798
13,inflow,detached,rural,steel,2.31E+00,2.31E+00,2.31E+00,2.31E+00,2.31E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.33E+00,2.33E+00,2.33E+00,2.33E+00,2.33E+00,2.34E+00,2.34E+00,2.34E+00,2.34E+00,2.34E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.361792733,2.361792733,2.361792733,2.361792733,2.361792733,2.369755321
14,inflow,detached,rural,steel,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.33E+00,2.33E+00,2.33E+00,2.33E+00,2.33E+00,2.33E+00,2.33E+00,2.33E+00,2.33E+00,2.33E+00,2.34E+00,2.34E+00,2.34E+00,2.34E+00,2.34E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.36E+00,2.36E+00,2.36E+00,2.36E+00,2.36E+00,2.36E+00,2.36E+00,2.36E+00,2.36E+00,2.36E+00,2.370593364,2.370593364,2.370593364,2.370593364,2.370593364,2.378555798
15,inflow,detached,rural,steel,2.31E+00,2.31E+00,2.31E+00,2.31E+00,2.31E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.33E+00,2.33E+00,2.33E+00,2.33E+00,2.33E+00,2.34E+00,2.34E+00,2.34E+00,2.34E+00,2.34E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.361792733,2.361792733,2.361792733,2.361792733,2.361792733,2.369755321
16,inflow,detached,rural,steel,2.31E+00,2.31E+00,2.31E+00,2.31E+00,2.31E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.33E+00,2.33E+00,2.33E+00,2.33E+00,2.33E+00,2.34E+00,2.34E+00,2.34E+00,2.34E+00,2.34E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.361792733,2.361792733,2.361792733,2.361792733,2.361792733,2.369755321
17,inflow,detached,rural,steel,2.31E+00,2.31E+00,2.31E+00,2.31E+00,2.31E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.33E+00,2.33E+00,2.33E+00,2.33E+00,2.33E+00,2.34E+00,2.34E+00,2.34E+00,2.34E+00,2.34E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.361792733,2.361792733,2.361792733,2.361792733,2.361792733,2.369755321
18,inflow,detached,rural,steel,1.66E+00,1.66E+00,1.66E+00,1.66E+00,1.66E+00,1.66E+00,1.66E+00,1.66E+00,1.66E+00,1.66E+00,1.66E+00,1.66E+00,1.66E+00,1.66E+00,1.66E+00,1.66E+00,1.66E+00,1.66E+00,1.66E+00,1.66E+00,1.66E+00,1.66E+00,1.66E+00,1.66E+00,1.66E+00,1.66E+00,1.66E+00,1.66E+00,1.66E+00,1.66E+00,1.66E+00,1.66E+00,1.66E+00,1.66E+00,1.66E+00,1.659148609,1.659148609,1.659148609,1.659148609,1.659148609,1.659212249
19,inflow,detached,rural,steel,2.31E+00,2.31E+00,2.31E+00,2.31E+00,2.31E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.33E+00,2.33E+00,2.33E+00,2.33E+00,2.33E+00,2.34E+00,2.34E+00,2.34E+00,2.34E+00,2.34E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.361792733,2.361792733,2.361792733,2.361792733,2.361792733,2.369755321
20,inflow,detached,rural,steel,2.31E+00,2.31E+00,2.31E+00,2.31E+00,2.31E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.33E+00,2.33E+00,2.33E+00,2.33E+00,2.33E+00,2.34E+00,2.34E+00,2.34E+00,2.34E+00,2.34E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.361792733,2.361792733,2.361792733,2.361792733,2.361792733,2.369755321
21,inflow,detached,rural,steel,2.31E+00,2.31E+00,2.31E+00,2.31E+00,2.31E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.33E+00,2.33E+00,2.33E+00,2.33E+00,2.33E+00,2.34E+00,2.34E+00,2.34E+00,2.34E+00,2.34E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.361792733,2.361792733,2.361792733,2.361792733,2.361792733,2.369755321
22,inflow,detached,rural,steel,2.31E+00,2.31E+00,2.31E+00,2.31E+00,2.31E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.33E+00,2.33E+00,2.33E+00,2.33E+00,2.33E+00,2.34E+00,2.34E+00,2.34E+00,2.34E+00,2.34E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.361792733,2.361792733,2.361792733,2.361792733,2.361792733,2.369755321
23,inflow,detached,rural,steel,2.31E+00,2.31E+00,2.31E+00,2.31E+00,2.31E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.33E+00,2.33E+00,2.33E+00,2.33E+00,2.33E+00,2.34E+00,2.34E+00,2.34E+00,2.34E+00,2.34E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.361792733,2.361792733,2.361792733,2.361792733,2.361792733,2.369755321
24,inflow,detached,rural,steel,2.31E+00,2.31E+00,2.31E+00,2.31E+00,2.31E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.33E+00,2.33E+00,2.33E+00,2.33E+00,2.33E+00,2.34E+00,2.34E+00,2.34E+00,2.34E+00,2.34E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.361792733,2.361792733,2.361792733,2.361792733,2.361792733,2.369755321
25,inflow,detached,rural,steel,2.31E+00,2.31E+00,2.31E+00,2.31E+00,2.31E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.33E+00,2.33E+00,2.33E+00,2.33E+00,2.33E+00,2.34E+00,2.34E+00,2.34E+00,2.34E+00,2.34E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.361792733,2.361792733,2.361792733,2.361792733,2.361792733,2.369755321
26,inflow,detached,rural,steel,2.31E+00,2.31E+00,2.31E+00,2.31E+00,2.31E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.32E+00,2.33E+00,2.33E+00,2.33E+00,2.33E+00,2.33E+00,2.34E+00,2.34E+00,2.34E+00,2.34E+00,2.34E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.35E+00,2.361792733,2.361792733,2.361792733,2.361792733,2.361792733,2.369755321
1,inflow,detached,rural,brick,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,0.248411229,0.248411229,0.248411229,0.248411229,0.248411229,0.248425649
2,inflow,detached,rural,brick,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,0.248411229,0.248411229,0.248411229,0.248411229,0.248411229,0.248425649
3,inflow,detached,rural,brick,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,0.248411229,0.248411229,0.248411229,0.248411229,0.248411229,0.248425649
4,inflow,detached,rural,brick,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,0.248411229,0.248411229,0.248411229,0.248411229,0.248411229,0.248425649
5,inflow,detached,rural,brick,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,0.248411229,0.248411229,0.248411229,0.248411229,0.248411229,0.248425649
6,inflow,detached,rural,brick,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,0.248411229,0.248411229,0.248411229,0.248411229,0.248411229,0.248425649
7,inflow,detached,rural,brick,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,0.248411229,0.248411229,0.248411229,0.248411229,0.248411229,0.248425649
8,inflow,detached,rural,brick,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,0.248411229,0.248411229,0.248411229,0.248411229,0.248411229,0.248425649
9,inflow,detached,rural,brick,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,0.248411229,0.248411229,0.248411229,0.248411229,0.248411229,0.248425649
10,inflow,detached,rural,brick,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,0.248411229,0.248411229,0.248411229,0.248411229,0.248411229,0.248425649
11,inflow,detached,rural,brick,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,0.251444557,0.251444557,0.251444557,0.251444557,0.251444557,0.251458943
12,inflow,detached,rural,brick,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,0.251444557,0.251444557,0.251444557,0.251444557,0.251444557,0.251458943
13,inflow,detached,rural,brick,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,0.248411229,0.248411229,0.248411229,0.248411229,0.248411229,0.248425649
14,inflow,detached,rural,brick,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,2.51E-01,0.251444557,0.251444557,0.251444557,0.251444557,0.251444557,0.251458943
15,inflow,detached,rural,brick,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,0.248411229,0.248411229,0.248411229,0.248411229,0.248411229,0.248425649
16,inflow,detached,rural,brick,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,0.248411229,0.248411229,0.248411229,0.248411229,0.248411229,0.248425649
17,inflow,detached,rural,brick,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,0.248411229,0.248411229,0.248411229,0.248411229,0.248411229,0.248425649
18,inflow,detached,rural,brick,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,0.248411229,0.248411229,0.248411229,0.248411229,0.248411229,0.248425649
19,inflow,detached,rural,brick,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,0.248411229,0.248411229,0.248411229,0.248411229,0.248411229,0.248425649
20,inflow,detached,rural,brick,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,2.48E-01,0.248411229,0.248411229,0.248411229,0.248411229,0.248411229,0.248425649
